play_url
https://baseballsavant.mlb.com/sporty-videos?playId=17477d36-9444-4d93-b0d7-089437bdef53
https://baseballsavant.mlb.com/sporty-videos?playId=f81c77ba-f73d-446d-a178-26fc52d0ed74
https://baseballsavant.mlb.com/sporty-videos?playId=fd352990-a1a5-4c01-82a4-68cf7f266ab4
https://baseballsavant.mlb.com/sporty-videos?playId=b98f716b-56b8-47fc-95f8-d1264dc76fd1
